@relation dataSet
@attribute fileName string
@attribute class {Zero, One, Two, Three, Four, Five, Six, Seven, Eight, Nine}
@data
image01.png, Zero
image11.png, One
image21.png, Two
image31.png, Three
image41.png, Four
image51.png, Five
image61.png, Six
image71.png, Seven
image81.png, Eight
image91.png, Nine
image02.png, Zero
image12.png, One
image22.png, Two
image32.png, Three
image42.png, Four
image52.png, Five
image62.png, Six
image72.png, Seven
image82.png, Eight
image92.png, Nine
image03.png, Zero
image13.png, One
image23.png, Two
image33.png, Three
image43.png, Four
image53.png, Five
image63.png, Six
image73.png, Seven
image83.png, Eight
image93.png, Nine
image04.png, Zero
image14.png, One
image24.png, Two
image34.png, Three
image44.png, Four
image54.png, Five
image64.png, Six
image74.png, Seven
image84.png, Eight
image94.png, Nine
image05.png, Zero
image15.png, One
image25.png, Two
image35.png, Three
image45.png, Four
image55.png, Five
image65.png, Six
image75.png, Seven
image85.png, Eight
image95.png, Nine
image06.png, Zero
image16.png, One
image26.png, Two
image36.png, Three
image46.png, Four
image56.png, Five
image66.png, Six
image76.png, Seven
image86.png, Eight
image96.png, Nine
image07.png, Zero
image17.png, One
image27.png, Two
image37.png, Three
image47.png, Four
image57.png, Five
image67.png, Six
image77.png, Seven
image87.png, Eight
image97.png, Nine
image08.png, Zero
image18.png, One
image28.png, Two
image38.png, Three
image48.png, Four
image58.png, Five
image68.png, Six
image78.png, Seven
image88.png, Eight
image98.png, Nine
image09.png, Zero
image19.png, One
image29.png, Two
image39.png, Three
image49.png, Four
image59.png, Five
image69.png, Six
image79.png, Seven
image89.png, Eight
image99.png, Nine
image010.png, Zero
image110.png, One
image210.png, Two
image310.png, Three
image410.png, Four
image510.png, Five
image610.png, Six
image710.png, Seven
image810.png, Eight
image910.png, Nine
image011.png, Zero
image111.png, One
image211.png, Two
image311.png, Three
image411.png, Four
image511.png, Five
image611.png, Six
image711.png, Seven
image811.png, Eight
image911.png, Nine
image012.png, Zero
image112.png, One
image212.png, Two
image312.png, Three
image412.png, Four
image512.png, Five
image612.png, Six
image712.png, Seven
image812.png, Eight
image912.png, Nine
image013.png, Zero
image113.png, One
image213.png, Two
image313.png, Three
image413.png, Four
image513.png, Five
image613.png, Six
image713.png, Seven
image813.png, Eight
image913.png, Nine
image014.png, Zero
image114.png, One
image214.png, Two
image314.png, Three
image414.png, Four
image514.png, Five
image614.png, Six
image714.png, Seven
image814.png, Eight
image914.png, Nine
image015.png, Zero
image115.png, One
image215.png, Two
image315.png, Three
image415.png, Four
image515.png, Five
image615.png, Six
image715.png, Seven
image815.png, Eight
image915.png, Nine
image016.png, Zero
image116.png, One
image216.png, Two
image316.png, Three
image416.png, Four
image516.png, Five
image616.png, Six
image716.png, Seven
image816.png, Eight
image916.png, Nine
image017.png, Zero
image117.png, One
image217.png, Two
image317.png, Three
image417.png, Four
image517.png, Five
image617.png, Six
image717.png, Seven
image817.png, Eight
image917.png, Nine
image018.png, Zero
image118.png, One
image218.png, Two
image318.png, Three
image418.png, Four
image518.png, Five
image618.png, Six
image718.png, Seven
image818.png, Eight
image918.png, Nine
image019.png, Zero
image119.png, One
image219.png, Two
image319.png, Three
image419.png, Four
image519.png, Five
image619.png, Six
image719.png, Seven
image819.png, Eight
image919.png, Nine
image020.png, Zero
image120.png, One
image220.png, Two
image320.png, Three
image420.png, Four
image520.png, Five
image620.png, Six
image720.png, Seven
image820.png, Eight
image920.png, Nine
image021.png, Zero
image121.png, One
image221.png, Two
image321.png, Three
image421.png, Four
image521.png, Five
image621.png, Six
image721.png, Seven
image821.png, Eight
image921.png, Nine
image022.png, Zero
image122.png, One
image222.png, Two
image322.png, Three
image422.png, Four
image522.png, Five
image622.png, Six
image722.png, Seven
image822.png, Eight
image922.png, Nine
image023.png, Zero
image123.png, One
image223.png, Two
image323.png, Three
image423.png, Four
image523.png, Five
image623.png, Six
image723.png, Seven
image823.png, Eight
image923.png, Nine
image024.png, Zero
image124.png, One
image224.png, Two
image324.png, Three
image424.png, Four
image524.png, Five
image624.png, Six
image724.png, Seven
image824.png, Eight
image924.png, Nine
image025.png, Zero
image125.png, One
image225.png, Two
image325.png, Three
image425.png, Four
image525.png, Five
image625.png, Six
image725.png, Seven
image825.png, Eight
image925.png, Nine
image026.png, Zero
image126.png, One
image226.png, Two
image326.png, Three
image426.png, Four
image526.png, Five
image626.png, Six
image726.png, Seven
image826.png, Eight
image926.png, Nine
image027.png, Zero
image127.png, One
image227.png, Two
image327.png, Three
image427.png, Four
image527.png, Five
image627.png, Six
image727.png, Seven
image827.png, Eight
image927.png, Nine
image028.png, Zero
image128.png, One
image228.png, Two
image328.png, Three
image428.png, Four
image528.png, Five
image628.png, Six
image728.png, Seven
image828.png, Eight
image928.png, Nine
image029.png, Zero
image129.png, One
image229.png, Two
image329.png, Three
image429.png, Four
image529.png, Five
image629.png, Six
image729.png, Seven
image829.png, Eight
image929.png, Nine
image030.png, Zero
image130.png, One
image230.png, Two
image330.png, Three
image430.png, Four
image530.png, Five
image630.png, Six
image730.png, Seven
image830.png, Eight
image930.png, Nine
image031.png, Zero
image131.png, One
image231.png, Two
image331.png, Three
image431.png, Four
image531.png, Five
image631.png, Six
image731.png, Seven
image831.png, Eight
image931.png, Nine
image032.png, Zero
image132.png, One
image232.png, Two
image332.png, Three
image432.png, Four
image532.png, Five
image632.png, Six
image732.png, Seven
image832.png, Eight
image932.png, Nine
image033.png, Zero
image133.png, One
image233.png, Two
image333.png, Three
image433.png, Four
image533.png, Five
image633.png, Six
image733.png, Seven
image833.png, Eight
image933.png, Nine
image034.png, Zero
image134.png, One
image234.png, Two
image334.png, Three
image434.png, Four
image534.png, Five
image634.png, Six
image734.png, Seven
image834.png, Eight
image934.png, Nine
image035.png, Zero
image135.png, One
image235.png, Two
image335.png, Three
